idScholar,title,authors,venue,year,ROW_ID
dOL7ytHorkQJ,"The Transmeta Code Morphing Software: Using speculation, recovery and adaptive retranslation to  ","JC Dehnert, BK Grant, JP Banning, R Johnson, T  ",,,711
l7glyH7ltuQJ,Tuple Routing Strategies for Distributed Eddies,"F Tian, DJ DeWitt","VLDB,",2003,712
VjozrvLkDjIJ,Multimethod probes of individualism and collectivism,"HC Triandis, C McCusker, CH Hui","Journal of Personality and Social Psychology,",,713
HqHnlDeFtIoJ,Some complexity questions related to distributed computations,A Yao,Proc. 11th ACM,,714
p3-PBz0dpxcJ,Integrating User Views in Database Design,"SB Navathe, R Elmasri, JA Larson","IEEE Computer,",,715
NX9bCNDWjFkJ,Agile Software Development: Addison-Wesley Pub Co,A Cockburn,,,716
quqr_n2cCQEJ,"Sands, The Feynman Lectures on Physics",L Feynman,Volume,,717
AOFlFvFQ8woJ,Issues relating to extension of the Basic Linear Algebra Subprograms,DS Dodson,,,718
vaYNCrmSWCMJ,Additive problems and eigenvalues of the modular operators,YV Linnik,Proc. Int. Cong. Math. Stockholm,,719
HNZUPXIIGzMJ,Stufengerechte beurteilung und optimierung der thermischen prozesssicherheit mittels dynamischer  ,A Keller,,1998,720
40Mh__7XofkJ,Biomass for greenhouse gas emission reduction Task 4-6: Techno-economic characterisation of  ,"ND Diamantidis, EG Koukios",,1999,721
aU8MKDGl5QMJ,Characterization of Human Ocular Mucin Secretion Mediated by 15 (S)-HETE,"JE Jumblatt, LT Cunningham, Y Li, MM Jumblatt","CORNEA-NEW YORK-,",2002,722
mcDS-k71qpUJ,Computing Optimal Attribute Weight Settings for Nearest Neighbor Algorithms,"CX Ling, H Wang","Artificial Intelligence Review,",1997,723
XbvJHTrcf74J,"Neural networks for identification, prediction, and control","DT Pham, X Liu",,1995,724
L0RvrQHAbfEJ,On ripples,JR Wilton,"Phil. Mag,",,725
CCbWfTC4MQMJ,The limits of economy of material in frame structures,AGM Michell,"Phil. Mag,",,726
url:http://www.springerlink.com/index/Q43210876K7583P2.pdf,Process excellence and capability determination,C Mackie,"BT Technology Journal,",1997,727
JclQFC-1s18J,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,"SIGMOD RECORD, 2002","SIGMOD RECORD,",2002,728
xFVXGpI7zkIJ,Use of object-oriented constructs in a computational modeling system for earth scientists,KA Carlson,,1995,729
I5dytWRZ5M4J,Soil microbiology and biochemistry. 2. ed. CalifÌÄå_rnia,"EA Paul, FE Clark","San Diego: AcademicPress,",,730
WsIGoW-1_k4J,Co-Operation in the Digital AgeÌ¢??Engendering Trust in Electronic Environments,"A Seleznyov, MO Ahmed, S Hailes","BT Technology Journal,",2004,731
pWvaKmyYCRMJ,"Radioprotection (colloques), this issue","NA Beresford, SM Wright, CL Barnett, JL Hingston,  ",,,732
5hpvRmaH7kMJ,Emergency treatment of fever phobia,DS Nelson,"JOURNAL OF EMERGENCY NURSING,",1998,733
onlybp6SAAsJ,AD 2003. TelegraphCQ: Continuous Dataflow Processing for an Uncertain World,"S Chandrasekaran, O CooperÌ¢?å_",Proc. of the Conf. on Innovative Data Systems Research (CIDR,,734
yakFS8B4O4UJ,Fast Software Processing of Motion JPEG Video,BC Smith,,,735
url:http://ieeexplore.ieee.org/iel5/2193/3608/00129232.pdf%3Farnumber%3D129232,Adaptive implementation of internal model principle for continuous time systems,G Feng,,,736
yD6gkKYpqAEJ,"In situ respiration of benthic communities in Castle Harbor, Bermuda","KL Smith, KA Burns, JM Teal","Marine Biology,",1972,737
Xa1Ewp_P9hEJ,"Small Place, Big Money: The Cayman Islands and the International Financial System.",SM Roberts,"Economic Geography,",1995,738
kgenpnUPn2wJ,Semantic Streams: a framework for declarative queries and automatic data interpretation,"K Whitehouse, F Zhao, J Liu",,,739
_BvJZACWQnIJ,Automotive box section design under torsion. Part 1: finite element modelling strategy,"MMK Lee, T Pine, TB Jones","PROCEEDINGS-INSTITUTION OF MECHANICAL ENGINEERS PART D  &hellip;,",2000,740
QP644DCdXsgJ,Theory of Dielectrical Optical Waveguides,D Marcuse,"Academic, San Diego,",,741
I34i53QjB9MJ,"Estuarine processes and intertidal habitats in Grays Harbor, Washington",LW Gatto,"A demonstration of remote sensing techniques. CRREL Report,",,742
VcD2EDNjrS4J,Technical Article: Understanding Performance Testing,"A Ching, A Wagner",,2001,743
qLPhHC8lcJ8J,Administrative Arm-Twisting in the Shadow of Congressional Delegations of Authority,L Noah,"WISCONSIN LAW REVIEW,",1997,744
 ,J. Cardiff-Graphical Interaction with Heterogeneous Databases-,"T Catarci, G Santucci","VLDB Journal, to be",,745
sEN4I1hf9ToJ,A contract and balancing mechanism for sharing capacity in a communication network,"E Anderson, F Kelly, R Steinberg",,,746
sA7TNyWDhPAJ,Balneotherapy for rheumatoid arthritis and osteoarthritis,"AP Verhagen, HC de Vet, RA de Bie, AG Kessels, M  ","Cochrane Database Syst Rev,",2000,747
kMnXGU8LNgEJ,Short Proofs on LrÌ¢??Differentiability,"H Rieder, P Ruckdeschel",,2000,748
aXpIBUgemksJ,Discrete fairing,L Kobbelt,"Proceedings of the Seventh IMA Conference on the Mathematics &hellip;,",1997,749
x14Tk9HxI44J,"Bancilhon. F. &amp; Mark, R.(1995). Objects and SQL: Strange relations","CJ Date, M Nelson",,,750
peb7JzQDMVkJ,A Comparison of MPI Performance on Different MPPs,"M Resch, H Berger, T Boenisch","LECTURE NOTES IN COMPUTER SCIENCE,",1997,751
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1101210%26type%3Dpdf,Supporting Multi-Party Voice-Over-IP Services with Peer-to-Peer Stream Processing,"X Gu, Z Wen, PS Yu, ZY Shae","Proceedings of the 13th annual ACM international conference  &hellip;,",2005,752
2tuXRrSSJg8J,Topologically Constrained Manganese (III) and Iron (III) Complexes of Two Cross-Bridged  ,"TJ Hubin, JM McCormick, NW Alcock, DH Busch","Acc. Chem. Res,",1996,753
EgREwWwnDl8J,EMI prediction in system level simulation,"RF Milson, PA Jamieson, KJ Scott","11th Int Zurich EMC Symposium, Zurich, Switzerland,",,754
TCx3OC9-JJIJ,Methodology of Social Sciences,PA Gemtos,,1987,755
4wU7PtxrNiMJ,CONVERGENCE-INNOVATION AND CHANGE OF MARKET STRUCTURES BETWEEN TELEVISION AND ONLINE SERVICES,"M Dowling, C Lechner, B Thielmann",,,756
9geq1clRBeUJ,Adiabatic invariants and the theory of quanta,P Ehrenfest,"Phil. Mag,",,757
Yi03tvebyKUJ,Inferring High-Level Behavior from Low-Level Sensors,"DJ Patterson, L Liao, D Fox, H Kautz","LECTURE NOTES IN COMPUTER SCIENCE,",2003,758
0pxb_vNzUDsJ,Reference Reconciliation in Complex Information Spaces,"X Dong, A Halevy, J Madhavan",,,759
Ro0mbGz4sVEJ,Surgical interruption of pelvic nerve pathways for primary and secondary dysmenorrhoea,"ML Proctor, CM Farquhar, OJ Sinclair, NP Johnson","Cochrane Database Syst Rev,",2004,760
a-thBLsDrQQJ,I want my AOP,R Laddad,,,761
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8810G2C0231EC,Rare Earths--Applications and Technology,"CK Gupta, TS Krishnan","Bombay, India, 25-26 Sept. 1986,",1986,762
05T0i_mEVBQJ,Explaining the Enigmatic Anchoring Effect: Mechanisms of Selective Accessibility,"F Strack, T Mussweiler","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1997,763
hAiGk_XI3B4J,Guest Editor's Introduction: User InterfacesÌâåÀ Opening a Window on the Computer,D Hix,"IEEE Software,",1989,764
ILjHdgB7fLIJ,Application of Head-Mounted Display to Radiotherapy Treatment Planning,JC Chung,Proceedings ACM,,765
lX3ffUqDgBcJ,Toward Middleware Fault Injection for Automotive Networks,"P Koopman, E Tran, G Hendrey",,,766
ON4HGVIBeKEJ,"The State's New Role in Facilities Planning: Maintain, Alter, Replace, and Reallocate.",WS Fuller,"New Directions for Higher Education,",1980,767
_NtogXr-E7UJ,The Perceived Fairness of Selection Systems: An Organizational Justice Perspective,SW Gilliland,"The Academy of Management Review,",1993,768
KR7-mFvqbR8J,Faecal index techniques for estimating herbage consumption by grazing animals,JL Corbett,"Proc. Int. Grassl. Cong,",,769
zduLLb847p8J,Using ultrasound to determine external pacer capture-an echocardiographic evaluation,"D Ettin, T Cook","JOURNAL OF EMERGENCY MEDICINE,",1999,770
5wYlQQp8yzcJ,Symbolic Math Software,B Simon,"PC Magazine, August,",,771
4dgu1WgYoDUJ,"Calculation and mapping of critical loads in Europe, Status report 1993, RIVM Report 259101003","RJ Downing, JP Hetteling, PAM de Smet",,,772
WCMOCNj_Tp0J,Assessment of Neonatal Diaphragmatic Paralysis Using Magnetic Phrenic Nerve Stimulation,"GF Rafferty, A Greenough, G Dimitriou, MI Polkey,  ",,,773
dqIJgNdPShcJ,Animal models to study Escherichia coli O157: H7 isolated from patients with haemorrhagic colitis,", ME Potter, LW Riley, TJ Barrett, PA Blake, CA  ","Lancet i,",1983,774
7ZnuUiiR3igJ,"Spin Vector, Shape, and Size of the Amor Asteroid (6053) 1993 BW~ 3","P Pravec, M Wolf, L Sarounova, AW Harris, JK  ","ICARUS-NEW YORK-,",1997,775
wubaXvkwzk8J,Simulating P2P Networks,"MT Schlosser, SD Kamvar","Technical report, Stanford University,",,776
RR-I8bc7kXEJ,ÌÄå¢Ì¢?åÂ ÌÉ?Dynamic voting. ÌÄå¢Ì¢?åÂÌâ? in Proc,"S Jajodia, D Mutchler",,,777
SyssTWXCsf8J,"Plasma Etching, an Introduction 1Academic","DM Manos, DL Flamm","San Diego,",,778
EKddTPYwJNkJ,Confirmation of Traumatic Interhemispheric Subdural Hematoma by Magnetic Resonance Imaging,"VA Romano, GJ Toffol","JOURNAL OF EMERGENCY MEDICINE,",1994,779
8lYrmzX8TosJ,VARBRUL programs,S Pintzuk,"Unpublished manuscript,",,780
vNW-Vb97R8gJ,The forcing geodetic number of a graph,"G Chartrand, P Zhang","DISCUSSIONES MATHEMATICAE GRAPH THEORY,",1999,781
5Ep0lkiWzmAJ,Termination of context-sensitive rewriting by rewriting,S Lucas,"Proceedings of the 23rd International Colloquium on Automata &hellip;,",1996,782
o3sZZZUXcx0J,Video transport over wireless channels: a cycle-based approach for rate control,"M Hassan, L Atzori, M Krunz","Proceedings of the 12th annual ACM international conference  &hellip;,",2004,783
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099667%26type%3Dpdf,A Hybrid Approach to NER by MEMM and Manual Rules,"M Fresko, B Rosenfeld, R Feldman","Proceedings of the 14th ACM international conference on  &hellip;,",2005,784
url:http://www.ingentaconnect.com/content/els/08830355/2001/00000035/00000002/art00020,Conclusion: what have we learned?,WB Elley,"INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH,",2001,785
JOeCx3QYNIYJ,Client puzzles: A cryptographic defense against connection depletion attacks,"A Juels, J Brainard","Proceedings of NDSS,",,786
JKy3Lo_oe5gJ,The impact of herbivory by Olympic marmots on the structure of subalpine meadow vegetation: MS  ,AF Watson,"University of Washington, Seattle,",,787
3cDCBxaq11YJ,Test challenges for deep sub-micron technologies,"TC Kwang, D Sujit","Proc 37th ACM/IEEE DAC,",,788
bYwA-YOecBQJ,"RB, Warren,&quot; A Computer System for Cardiac Electrical Measurement and Control,&quot;","RC Barr, GS Herman-Giddens, MS Spach","Proc. 28th ACEMB, Sept,",,789
jjhaBNByh5QJ,Multimode spectral coding of speech at low bit rates,A Das,,1996,790
Wfy4M36QFtwJ,The linear rational collocation method with iteratively optimized poles for two-point boundary value ,"JP Berrut, HD Mittelmann","submitted for publication,",,791
cixQCxoXzvUJ,Using signal proceesing to analyze wireless data traffic,"C Partridge, D Cousins, A Jackson, R Krishnan, T  ",Proceedings of ACM workshop on Wireless,,792
7wR9m6I7AXIJ,Monoallelic expresion of the odourant receptor gene and axonal projection of olfactory sensory  ,"T Ishii, S Serizawa, A Kohda, H Nakatani, T  ","Genes to Cells,",2001,793
rpAwxzbuM_oJ,Merging models based on given correspondences,"PA Bernstein, RA Pottinger","Proc. 29th VLDB Conference, Berlin",,794
vYF8ANUBCCMJ,Rooted circuits of closed-set systems and a max-flow min-cut theorem for stem clutters of affine  ,"M Hachimori, M Nakamura",Submitted for,,795
rhuqpAE4LUoJ,Applying wavelets in image database retrieval,"JZ Wang, G Wiederhold, O Firschein, SX Wei","Technical report, Stanford University, November",,796
e5-CTg05DkUJ,The Acute Pediatric Scrotum,"MW Schul, MA Keating","JOURNAL OF EMERGENCY MEDICINE,",1993,797
5fCkUaG8A-gJ,Fast subsequence matching in time-series,"C Faloutsos, M Fanganathan, Y Monolopoulos","Proceedings 1994 ACM SIGMOD Conference,",,798
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1017755%26type%3Dpdf,Smart Furniture: A Platform for Context-Aware Embedded Ubiquitous Applications,H Tokuda,"Proceedings of the fourth ACM international conference on  &hellip;,",2004,799
p7UEIXilQwwJ,"Fast, Long-lived Renaming","M Moir, JH Anderson","LECTURE NOTES IN COMPUTER SCIENCE,",1994,800
3eP-8UwgBZIJ,"Computational methods in number theory, Mathematical Centre Tracts 154/155, Mathematisch Centrum,  ","HW Lenstra Jr, R Tijdeman",,,801
uLtmZSoOf4gJ,Nonlinear programming: A historical note,HW Kuhn,"History of Mathematical Programming (JK Lenstra et al., eds. &hellip;,",1991,802
url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354543%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,Analyzing blood cell image to distinguish its abnormalities (poster session),"KS Kim, PK Kim, JJ Song, YC Park","Proceedings of the eighth ACM international conference on  &hellip;,",2000,803
cXCXCB-8Z0gJ,Fast evolutionary strategies,"X Yao, Y Liu","PJ Angeline, e d. Proceedings of the Sixth Annual Conference &hellip;,",1997,804
sJ-WnDZ6PxoJ,A Tutorial Introduction to the Electronic Design Interchange Format,JP Eurich,,,805
VdQ3tmDyIKEJ,On the Constitution of Atoms and Molecules (pt 1),N Bohr,"Phil. Mag,",,806
b1gS8kz09xcJ,Hilbert R-tree: an improved R-tree using hactals,"I Kamel, C Faloutsos","Proceedings of the 20th VLDB Conference,",,807
AWCS6GDRjhsJ,An extendible hashing structure for image similarity searches,S Lin,,,808
flaguScUIo8J,Read-only transactions in a distributed database,"H Garcia-Molina, G Wiederhold","ACM Transactions on Database Systems,",1982,809
8l5_eKZcCh8J,The n-Tier Hub Technology,"RA Sommer, TR Gulledge, D Bailey","SIGMOD Record,",2002,810
RzxYgka_RC4J,Object-Oriented and Conventional Analysis and Design Methodologies,"RG Fichman, CF Kemerer",,,811
url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622969AH,The Colorado wind-profiling network- A summary of performance,"RG STRAUCH, KB EARNSHAW, DA MERRITT, KP MORAN, K  ","Conference on Radar Meteorology, 22 nd, Zurich, Switzerland,",1984,812
CQ8VyQNAH3UJ,Children's Literature.,AF GallagherÌ¢?å_,"Social Studies and the Young Learner,",1993,813
xLV2cdIuYQ8J,Common expression analysis in database applications,S Finkelstein,"Proceedings of the 1982 ACM SIGMOD international conference  &hellip;,",1982,814
sbptAqgBfJcJ,Id Nouveau: Quick reference guide,R Nikhil,"Technical report, MIT Laboratory for Computer Science, Cambridge",,815
terxLUujmBoJ,Concurrency control in database systems,B Bhargava,,,816
tmAhmR2FBvcJ,Double Dissociation Between Implicit and Explicit Personality Self-Concept: The Case of Shy Behavior,"JB Asendorpf, R Banse, D Mucke","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2002,817
acMqoDGeGp0J,Utility-based termination of anytime agents,"T Sandholm, V Lesser","CS Technical Report 9454, Univ. of Massachusetts,",,818
381caLJ3B34J,Adding database management to Ada,PAV Hall,"ACM SIGMOD Record,",1983,819
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099672%26type%3Dpdf,ViPER: Augmenting Automatic Information Extraction with Visual Perceptions,"K Simon, G Lausen","Proceedings of the 14th ACM international conference on  &hellip;,",2005,820
url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027594%26type%3Dpdf,A New Method to Segment Playfield and Its Applications in Match Analysis in Sports Video,"S Jiang, Q Ye, W Gao, T Huang","Proceedings of the 12th annual ACM international conference  &hellip;,",2004,821
JlS5P7ZUhp0J,"l, J. Gerlach, and T. Kropf. An Efficient Algorithm for Real-Time Model Checking",J Fro,Proc. EDAA/ACM/IEEE,,822
1a-k91qpCGgJ,ONE-IP: Techniques for Hosting a Service on a Cluster of Machines,"OP Damani, PE Chung, Y Huang, CMR Kintala, YM Wang","WWW6 / Computer Networks,",1997,823
kNnIekshkd0J,Homoplasy: Academic Press,"MJ Sanderson, L Hufford","San Diego, Calif,",,824
qvFtP35o6gAJ,Improving the TCPA specification,B Arbaugh,,,825
ybZIVXfsgd8J,"others. 1995. Ecological effects of stocked trout in naturally fishless high mountain lakes, North  ",WJ Liss,"Pacific Northwest Region, Seattle,",,826
snFTnJwYDwEJ,Secure Online 3D Human Body Database,"A Ruto, B Buxton, I Mirkin, C Goonatilake","Procs of Scanning,",,827
io7hIzOO6kAJ,Necessary and sufficient conditions to linearize doubly recursive programs in logic databases,"W Zhang, CT Yu, D Troy","ACM Transactions on Database Systems,",1990,828
CT4k09Akk8UJ,"Gillies; JA; MoosmÌÄå_ller, H.; Rogers, CF; DuBois, DW; Derby, J","JG Watson, JC Chow",Effectiveness Demonstration of Fugitive Dust Control Methods,,829
8QL1zOGtTPQJ,Sources of solutes in precipitation and surface runoff of mixed-conifer and alpine catchments in the ,MR Williams,,1997,830
CehzPbrqQGwJ,"D vanWilligen, AWS Helwig, Vincent. Loran-C&amp;Galileo, An European navigation solution",O GWA,"Proc of the 29th Annual Technical Symposium of the  &hellip;,",,831
HbyP8kT8KRoJ,"266-275, V.(1997).Ì¢??Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.Ì¢??","M Tork Roth, PM Schwarz",Proceedings of the 23rd International Conference on Very ,,832
zaHFUt4bKmkJ,"Transforming THE Information Super Highway INTO A Private Toll Road (October, 1999), at 3",M Cooper,,,833
1U-FXQiz6lEJ,Generating machine specific optimizing compilers,"R Hoover, K Zadeck","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996,834
nPjQ74tquRYJ,"Physiology and biochemistry of seeds in relation to germination. Vol. 2, Viability, dormancy, and  ","JD Bewley, M Black",,1982,835
Nn0LzB8rUPEJ,Practical Predicate Placement,JM Hellerstein,,,836
SoYddsSyKfoJ,V-BLAST: An architecture for realizing very high data rates over the rich-scattering wireless  ,"PW Wolniansky, GJ Foschini, GD Golden, RA  ",,,837
vq2RyMYkvXIJ,EXPERIMENTS ON PRODUCTION OF INTENSE PROTON BEAMS BY CHARGE EXCHANGE INJECTION METHOD.,"GI Budker, GI Dimov, VG Dudnikov","At. Energ,",1967,838
